name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
RPL8C,AT2G18020.1,0.29355731044606603,0.45618630570093044,0.19970616314257036,0.002989017548582964,0.572,0.737,0.33,0.204,FALSE,FALSE,FALSE,FALSE,FALSE,-0.469,-0.33,-0.623,-1.48,-0.591,0.696,-0.745,-0.449,-0.122,1.03
RPL9B,AT1G33140.1,0.009491711628937024,0.5160258063791188,0.22683728873727882,0.7282602092309878,0.0666,0.762,0.351,0.927,FALSE,FALSE,FALSE,FALSE,FALSE,-0.812,0.187,-0.38,-0.0994,-2.68,2.24,-2.25,1.95,-1.87,2.05
RPL9B.1,AT1G33140.1,0.1502881809742086,0.516284564150188,0.5977188763843448,0.7284223963193726,0.416,0.762,0.562,0.927,FALSE,FALSE,FALSE,FALSE,FALSE,-0.423,0.187,0.164,-0.0994,-2.59,2.24,-2,1.96,-2.16,2.05
RPOT1,AT1G68990.1,0.058185806089108186,0.032273777378748175,0.3023887640978873,0.030937384716019277,0.242,0.118,0.41,0.582,FALSE,FALSE,FALSE,FALSE,FALSE,-0.773,0.886,-0.439,0.893,-0.777,0.664,-0.443,0.672,-0.00432,-0.222
RPS13A,AT4G00100.1,0.3672287097976854,0.8518511377825151,0.43070838221148844,0.0832102003470245,0.621,0.846,0.489,0.741,FALSE,FALSE,FALSE,FALSE,FALSE,0.318,-0.0652,-0.3,-0.63,-0.295,0.697,-0.912,0.132,-0.613,0.762
RPS13B,AT4G00100.1,0.5143468941624212,0.8550468785158724,0.7973225004546659,0.0450621657755833,0.69,0.846,0.624,0.648,FALSE,FALSE,FALSE,FALSE,FALSE,-0.234,-0.0652,-0.0991,-0.755,-0.53,0.582,-0.395,-0.108,-0.296,0.648
RPS15AA,AT5G59850.1,0.7295122149259778,0.6816376859821835,0.12172740820013199,0.5946129653878286,0.753,0.812,0.259,0.917,FALSE,FALSE,FALSE,FALSE,FALSE,-0.114,0.136,-0.57,-0.176,-0.869,1.02,-1.32,0.709,-0.754,0.886
RPS15AA.1,AT5G59850.1,0.3739611455133308,0.6959288201810852,0.904664808656365,0.6121137030341729,0.625,0.816,0.65,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,-0.312,0.136,-0.0449,-0.176,-1.07,0.956,-0.799,0.644,-0.755,0.82
RPS15AD,AT5G59850.1,0.9423107375880329,0.5878056908992192,0.758671614035775,0.48247317439668913,0.793,0.787,0.613,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0181,0.136,-0.0829,-0.176,-0.861,0.949,-0.926,0.637,-0.843,0.813
RPS16A,AT5G18380.2,0.2833925470559907,0.9960883796232654,0.040614210320638784,0.0038302030007614117,0.564,0.866,0.138,0.225,FALSE,FALSE,FALSE,FALSE,FALSE,-0.546,-0.00246,-1.17,-1.63,-1.2,1.61,-1.82,-0.0108,-0.651,1.61
RPS16B,AT5G18380.2,0.8821439768264884,0.9965126543851033,0.43358309331907696,0.008362287180710946,0.783,0.866,0.49,0.331,FALSE,FALSE,FALSE,FALSE,FALSE,0.0833,-0.00246,-0.479,-1.63,-1.05,1.68,-1.62,0.0491,-1.14,1.68
RPS16C,AT5G18380.2,0.3878029933685454,0.9955800853640228,0.9131795487547298,0.00242401391205429,0.633,0.866,0.652,0.186,FALSE,FALSE,FALSE,FALSE,FALSE,0.387,-0.00246,-0.0522,-1.53,-0.96,1.63,-1.4,0.102,-1.35,1.63
RPS17A,AT3G10610.1,0.0813731031670295,0.26034491641474655,0.1336802419800431,0.002083277632477993,0.294,0.599,0.272,0.174,FALSE,FALSE,FALSE,FALSE,FALSE,-1.01,-0.64,-0.933,-1.96,-1.44,1.19,-1.36,-0.131,-0.428,1.83
RPS17B,AT3G10610.1,0.49685883473330095,0.30779207853750196,0.14926343221049027,0.004236626774427253,0.683,0.644,0.288,0.234,FALSE,FALSE,FALSE,FALSE,FALSE,-0.455,-0.689,-1.07,-2.13,-1.02,1.19,-1.63,-0.257,-0.563,1.87
RPS17C,AT3G10610.1,0.43374649211615535,0.2600782989658918,0.6152366262657689,0.004793385624465788,0.656,0.599,0.568,0.244,FALSE,FALSE,FALSE,FALSE,FALSE,-0.519,-0.754,-0.359,-2.07,-1.22,1.09,-1.06,-0.223,-0.702,1.85
RPS17D,AT3G10610.1,0.7004902425927556,0.2835376519367391,0.9190656771162617,8.883886426290101e-4,0.746,0.622,0.653,0.105,FALSE,FALSE,FALSE,FALSE,FALSE,0.204,-0.576,0.0581,-2.05,-0.884,1.21,-1.03,-0.26,-1.09,1.79
RPS18A,AT4G09800.1,0.9119883437549614,0.10878043058435163,0.839771047498621,0.6924847773364098,0.788,0.347,0.635,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-0.062,-0.931,0.123,-0.222,-1.76,0.997,-1.57,1.71,-1.69,1.93
RPS18A.1,AT4G09800.1,0.4371127102454536,0.14540879713710586,0.6258318851220361,0.7052028037824275,0.657,0.43,0.572,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,-0.459,-0.878,-0.31,-0.222,-1.79,0.935,-1.64,1.59,-1.33,1.81
RPS18A.2,AT4G09800.1,0.5239945593804793,0.11977385313812627,0.7654285919895598,0.7071070642790145,0.693,0.374,0.615,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,0.378,-0.949,0.19,-0.222,-1.28,0.787,-1.47,1.51,-1.66,1.74
RPS2,AT3G03600.1,0.6031124064618963,0.3880264913830287,0.6465975144927574,0.8646857528782279,0.72,0.701,0.579,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,-0.211,-0.353,-0.201,-0.069,-0.377,0.0603,-0.367,0.344,-0.166,0.413
RPS25E,AT4G39200.2,0.7126022721018642,0.1080044803653295,0.6706735036174837,0.9929599257608757,0.749,0.345,0.587,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-0.243,-1.1,-0.303,-0.00581,-2.08,1.11,-2.14,2.2,-1.84,2.21
RPS26A,AT3G56340.1,0.06606116553124718,0.8400897214355393,0.1187287121271728,0.35716935364438607,0.261,0.844,0.255,0.886,FALSE,FALSE,FALSE,FALSE,FALSE,0.726,0.0762,0.657,-0.351,-0.578,0.957,-0.647,0.53,-1.3,0.881
RPS26B,AT3G56340.1,0.3866007241787316,0.8666208880602456,0.5265739119642581,0.25791252227223405,0.632,0.848,0.534,0.862,FALSE,FALSE,FALSE,FALSE,FALSE,0.396,0.0762,-0.312,-0.522,-0.488,0.981,-1.2,0.383,-0.885,0.905
RPS26C,AT3G56340.1,0.6490520267831629,0.8829228234802782,0.6780514395153296,0.1530067942833987,0.733,0.851,0.589,0.814,FALSE,FALSE,FALSE,FALSE,FALSE,-0.236,0.0762,-0.232,-0.759,-0.843,0.997,-0.839,0.161,-0.607,0.921
RPS27AA,AT3G52590.1,0.6475205753998226,0.3219518217866939,0.610542155415392,0.06472350216203777,0.732,0.655,0.567,0.705,FALSE,FALSE,FALSE,FALSE,FALSE,-0.309,-0.677,-0.372,-1.3,-1.07,0.874,-1.13,0.247,-0.758,1.55
RPS27AB,AT3G52590.1,0.6826456951595086,0.34758170825789725,0.5354391883102606,0.08696549946091564,0.742,0.674,0.538,0.747,FALSE,FALSE,FALSE,FALSE,FALSE,-0.237,-0.551,-0.39,-1.03,-1.15,0.989,-1.3,0.508,-0.911,1.54
RPS27AC,AT3G52590.1,0.8537048178186795,0.31444091875611985,0.47531828862106384,0.056626622902310415,0.778,0.649,0.511,0.685,FALSE,FALSE,FALSE,FALSE,FALSE,0.124,-0.683,-0.52,-1.34,-0.827,0.952,-1.47,0.293,-0.95,1.64
RPS29A,AT4G33865.1,0.9496463106152948,0.27574235590946705,0.908642189703804,0.7274823547623397,0.795,0.615,0.651,0.927,FALSE,FALSE,FALSE,FALSE,FALSE,0.0251,0.44,0.0492,0.139,-0.523,0.729,-0.499,0.428,-0.548,0.289
RPS29A.1,AT4G33865.1,0.4623778365782204,0.14043680719596444,0.06303909674031069,0.6962477999991712,0.669,0.42,0.177,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,-0.345,0.707,-0.98,0.182,-0.375,0.799,-1.01,0.274,-0.0303,0.0913
RPS29A.2,AT4G33865.1,0.25877243868573363,0.06654352225490329,0.15412526791780023,0.40180566019578756,0.543,0.223,0.293,0.894,FALSE,FALSE,FALSE,FALSE,FALSE,-0.528,0.883,-0.727,0.389,-0.534,0.822,-0.733,0.328,-0.00531,-0.0612
RPS3A,AT5G35530.1,0.6703891125460562,0.9319913442710812,0.2814134494932166,0.020948574079328108,0.738,0.858,0.394,0.508,FALSE,FALSE,FALSE,FALSE,FALSE,0.21,0.0421,-0.583,-1.22,-0.966,1.59,-1.76,0.324,-1.18,1.55
RPS3B,AT5G35530.1,0.017253068507749665,0.9159143131772409,0.3062784463430578,0.011137963854693367,0.108,0.856,0.413,0.385,FALSE,FALSE,FALSE,FALSE,FALSE,-1.03,0.0421,-0.447,-1.1,-1.81,1.57,-1.23,0.421,-0.784,1.53
RPS3C,AT5G35530.1,0.2814621042339685,0.9138873443771849,0.23791178033971383,0.0304634378275478,0.562,0.855,0.359,0.579,FALSE,FALSE,FALSE,FALSE,FALSE,-0.426,0.0421,-0.505,-0.897,-1.42,1.51,-1.5,0.572,-0.999,1.47
RPS4,ATMG00290.1,0.09661610256828276,0.6714417924788016,0.9498298221267933,0.1470220276512334,0.325,0.81,0.66,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,1.08,0.265,-0.0424,0.93,0.555,-0.00375,-0.563,0.661,-0.521,-0.269
RPS5A,AT2G37270.2,0.7369690462292413,0.5988368882948787,0.6142850449142541,0.15031375059501378,0.755,0.79,0.568,0.812,FALSE,FALSE,FALSE,FALSE,FALSE,-0.158,0.249,0.257,-0.696,-1.54,1.65,-1.12,0.705,-1.38,1.4
RPS5B,AT2G37270.2,0.5788397713144767,0.573725549553371,0.17054786731312757,0.17161796970842338,0.712,0.782,0.307,0.825,FALSE,FALSE,FALSE,FALSE,FALSE,-0.245,0.249,-0.668,-0.617,-1.27,1.56,-1.7,0.696,-1.03,1.31
RUB1,AT3G52590.1,0.6755242360159193,0.28916285551785803,0.9783152436290459,0.05226682880491708,0.74,0.627,0.666,0.672,FALSE,FALSE,FALSE,FALSE,FALSE,0.302,-0.775,-0.0212,-1.47,-0.832,0.918,-1.16,0.222,-1.13,1.69
RUB2,AT3G52590.1,0.8130511641756389,0.3215670604231571,0.8830754468393829,0.07954593534483514,0.771,0.655,0.645,0.735,FALSE,FALSE,FALSE,FALSE,FALSE,-0.141,-0.598,0.0947,-1.09,-1.31,1.06,-1.07,0.566,-1.17,1.65
Rubisco methyltransferase family protein,AT1G24610.1,0.8934040196711186,0.07416517660244083,0.5713001573980121,0.012504974929749975,0.785,0.248,0.552,0.408,FALSE,FALSE,FALSE,FALSE,FALSE,0.0512,-0.711,-0.234,-1.04,0.0837,-0.117,-0.202,-0.443,0.0325,0.595
S-ACP-DES6,AT1G43800.1,0.845300747040802,0.7943965632750732,0.19183830353862277,0.6838445426201702,0.777,0.836,0.324,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0745,0.0995,-0.55,-0.156,1.31,-0.991,0.837,-1.25,1.39,-1.09
"S15/NS1, RNA-binding protein",AT1G15810.1,0.5375807865108702,0.35467825324855107,0.6357731278739347,0.9440359663487998,0.698,0.679,0.575,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,0.246,0.372,-0.204,0.0279,0.299,0.159,-0.151,-0.185,0.0527,-0.213
"S15/NS1, RNA-binding protein.1",AT1G80620.1,0.5584328887491068,0.8175808136755177,0.20620736002313897,0.6838014344659651,0.705,0.84,0.335,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-0.168,0.0659,-0.398,-0.116,-0.0694,0.148,-0.3,-0.0343,0.0983,0.0822
SAG21,AT4G02380.2,0.8425413589938999,0.8188215465553376,0.3712275713587727,0.8343487547302095,0.776,0.84,0.456,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0943,0.109,0.463,0.0993,-0.815,0.616,-0.258,0.607,-0.721,0.507
SAHH1,AT4G13940.3,0.6662245118156992,0.2050620232638395,0.085044866976938,0.20404379828303298,0.737,0.531,0.21,0.842,FALSE,FALSE,FALSE,FALSE,FALSE,-0.29,-0.869,-1.3,-0.871,-0.489,0.314,-1.5,0.312,-0.198,1.18
SAHH2,AT4G13940.3,0.9487930940115041,0.31450873781118177,0.5588315645460781,0.4730939969548299,0.794,0.649,0.547,0.904,FALSE,FALSE,FALSE,FALSE,FALSE,0.0373,-0.592,-0.368,-0.42,-0.653,0.458,-1.06,0.63,-0.691,1.05
SDH1-1,AT5G66760.1,0.018484913825515162,0.12247486960690121,0.029707844068065956,0.1210915472773229,0.114,0.38,0.112,0.788,FALSE,FALSE,FALSE,FALSE,FALSE,-0.331,-0.208,-0.326,-0.209,-0.726,0.485,-0.721,0.484,-0.395,0.692
SDH2-2,AT5G40650.1,0.6362231669683085,0.8658047069117027,0.7131787683617006,0.9909351700534454,0.729,0.848,0.6,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-0.163,-0.0581,-0.137,-0.0039,-2.91,2.57,-2.88,2.62,-2.74,2.62
SDH3-1,AT5G09600.2,0.6208587119605709,0.9794224590193212,0.3307570037924239,0.5690851855224461,0.725,0.864,0.43,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,-0.35,0.0182,-0.751,-0.404,-0.451,0.543,-0.851,0.121,-0.1,0.525
SDH3-1.1,AT5G09600.2,0.7635547583483636,0.626457628189685,0.4342421056040283,0.6871453089681244,0.76,0.798,0.491,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-0.146,-0.237,-0.413,-0.196,-0.647,0.518,-0.914,0.559,-0.5,0.755
SDH5,AT1G47420.1,0.5043844865889131,0.29098534506877516,0.245346856616688,0.8471233767401335,0.686,0.629,0.365,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.148,-0.237,-0.282,-0.0426,-1.21,0.947,-1.34,1.14,-1.06,1.18
SDH6,AT1G08480.1,0.06707535628919664,0.8167576601361052,0.017140069028394142,0.6314178434964418,0.263,0.84,0.0727,0.92,FALSE,FALSE,FALSE,FALSE,FALSE,-0.539,-0.0652,-0.782,0.135,-3.18,2.71,-3.43,2.91,-2.64,2.78
SDH7A,AT3G47833.1,0.7125556610161505,0.037179667603309846,0.8753682834040213,0.04734088761820426,0.749,0.134,0.643,0.656,FALSE,FALSE,FALSE,FALSE,FALSE,0.376,-2.25,-0.173,-2.13,-0.778,0.185,-1.33,0.305,-1.15,2.44
SDH7B,AT5G62575.1,0.9589466371776463,0.17177671300392477,0.6280465401454172,0.9843250922291438,0.796,0.479,0.573,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,0.0404,-1.1,-0.412,0.0154,-1.06,0.362,-1.51,1.48,-1.1,1.46
SDHAF2,AT5G51040.2,0.699761982755452,0.8399225709298402,0.8816547140411461,0.056057405440681274,0.746,0.844,0.645,0.683,FALSE,FALSE,FALSE,FALSE,FALSE,-0.31,0.162,-0.129,-1.61,0.871,-0.302,1.05,-2.07,1.18,-0.464
SDP6,AT3G10370.1,0.07234995296707626,0.4976981074703385,0.696119016773374,0.9565594439647351,0.275,0.755,0.595,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,0.409,-0.149,0.0921,-0.0119,-2.29,2.22,-2.6,2.35,-2.7,2.36
SDRA,AT4G05530.1,0.2787504288334703,0.9550396871079849,0.08846491094073773,0.9343644916252192,0.56,0.861,0.215,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-0.471,0.0241,-0.819,-0.0352,-2.07,1.85,-2.41,1.79,-1.6,1.83
SDRB,AT3G12800.1,0.1642582522886664,0.9638591620518999,0.11753901947742454,0.9935221499976292,0.437,0.862,0.254,0.941,FALSE,FALSE,FALSE,FALSE,FALSE,-0.557,0.0177,-0.681,-0.00317,-1.26,1.01,-1.39,0.993,-0.704,0.997
SHM1,AT4G37930.1,0.07405637391938505,0.14467319078362706,0.807972010530484,0.43318057897502515,0.278,0.429,0.627,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,0.225,0.181,0.0316,0.0952,-0.273,0.463,-0.466,0.377,-0.498,0.282
SHM2,AT5G26780.4,0.03397765947329148,0.02095585124347488,0.0850324325515529,0.04560307881761599,0.175,0.0836,0.21,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,0.348,0.384,0.299,0.326,-0.337,0.584,-0.386,0.526,-0.685,0.2
SOX,AT3G01910.1,0.9135039117298436,0.803831367386799,0.1264261740729711,0.5692461432078326,0.789,0.838,0.264,0.914,FALSE,FALSE,FALSE,FALSE,FALSE,0.0477,0.109,-0.748,-0.251,-1.47,1.72,-2.27,1.36,-1.52,1.61
SPFH/Band 7/PHB domain-containing membrane-associated protein family,AT4G27585.1,0.34679180491868533,0.9994129275927066,0.166616001947254,0.9587436243043543,0.609,0.866,0.304,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,-0.48,3.71e-4,-0.773,0.0261,-3.08,2.73,-3.37,2.76,-2.6,2.73
SPFH/Band 7/PHB domain-containing membrane-associated protein family.1,AT5G54100.1,0.8999629185024001,0.7129024407614599,0.731061912032746,0.22003623625430285,0.786,0.82,0.606,0.848,FALSE,FALSE,FALSE,FALSE,FALSE,0.0529,-0.155,-0.156,-0.527,-0.959,1.02,-1.17,0.65,-1.01,1.18
SPS3,AT2G34630.1,0.14978726977216691,0.021470794627109897,0.39855661079954396,0.009160247063476373,0.415,0.0855,0.472,0.348,FALSE,FALSE,FALSE,FALSE,FALSE,1.06,1.77,0.659,2.05,1.99,-0.873,1.59,-0.594,0.929,-2.64
STR1,AT1G79230.3,0.08729734468470815,0.15742203525621828,0.0380735301226328,0.2520472203022145,0.306,0.454,0.133,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,-0.249,-0.203,-0.332,-0.163,0.598,-0.691,0.514,-0.651,0.846,-0.488
Stress responsive alpha-beta barrel domain protein,AT2G31670.1,0.14321761751349543,0.28892248261481207,0.12812983530663186,0.6197643033123388,0.405,0.627,0.266,0.919,FALSE,FALSE,FALSE,FALSE,FALSE,-0.34,0.243,-0.382,-0.112,1.09,-0.899,1.04,-1.25,1.43,-1.14
"Succinyl-CoA ligase [ADP-forming] subunit alpha-1, mitochondrial",AT5G08300.1,0.03657048912836805,0.16177275372589234,0.15410940686060184,0.21499812400274315,0.183,0.462,0.293,0.846,FALSE,FALSE,FALSE,FALSE,FALSE,-0.309,-0.2,-0.22,-0.176,0.435,-0.599,0.524,-0.575,0.744,-0.398
"Succinyl-CoA ligase [ADP-forming] subunit alpha-2, mitochondrial",AT5G23250.1,0.8831423704841512,0.7702047705078159,0.5430585006851418,0.909217376983125,0.784,0.831,0.541,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-0.147,-0.292,-0.658,0.114,0.485,-0.598,-0.0264,-0.193,0.632,-0.306
"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",AT2G20420.1,0.00982834234621599,0.039931136362919506,0.022848787213541832,0.10110409393489386,0.0681,0.142,0.092,0.766,FALSE,FALSE,FALSE,FALSE,FALSE,-0.343,-0.264,-0.32,-0.206,0.407,-0.6,0.43,-0.543,0.75,-0.336
Sucrase/ferredoxin-like family protein,AT3G27570.2,0.4441998590572901,0.8933117373918857,0.6504481113456372,0.49074251905429367,0.661,0.852,0.58,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,-0.483,-0.0841,-0.308,-0.435,-1.87,1.6,-1.69,1.24,-1.38,1.68
SURF1,AT3G17910.1,0.29306817815957104,0.8386084939384888,0.29827765172499626,0.6645861771863615,0.571,0.844,0.407,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,-0.33,-0.0631,-0.353,-0.135,-0.975,0.792,-0.998,0.721,-0.645,0.855
T24C20_20,AT3G48140.1,0.05798848302355215,0.17288912758595004,0.031495843229724325,0.08344608249370032,0.241,0.481,0.117,0.741,FALSE,FALSE,FALSE,FALSE,FALSE,-0.495,-0.348,-0.616,-0.449,-2.13,1.74,-2.25,1.64,-1.64,2.09
TIC62,AT3G18890.1,0.28777289300074244,0.8336428410252463,0.2893967933199624,0.4315240011748276,0.567,0.843,0.4,0.898,FALSE,FALSE,FALSE,FALSE,FALSE,-0.454,-0.0884,-0.488,-0.333,-0.168,0.064,-0.203,-0.181,0.285,0.152
TIF4A-1,AT3G13920.3,0.8436291068242052,0.18085184527417378,0.5514961218771349,0.6651279677840476,0.776,0.495,0.544,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,-0.104,-0.72,-0.34,-0.228,-0.589,0.16,-0.825,0.652,-0.485,0.88
TIF4A-2,AT3G13920.3,0.9324913105898194,0.473695412023857,0.9568334483461454,0.6449445443179214,0.792,0.745,0.662,0.921,FALSE,FALSE,FALSE,FALSE,FALSE,0.0444,-0.378,-0.0307,0.242,-0.63,0.279,-0.706,0.899,-0.675,0.657
TIF4A-3,AT3G13920.3,0.641724701165656,0.5182656480953454,0.1006591125153997,0.69950914454066,0.731,0.763,0.232,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,-0.222,-0.308,-0.873,0.184,-0.398,0.187,-1.05,0.679,-0.177,0.496
TIM,AT2G21170.2,0.25793192345460275,0.060099698621631656,0.05142992102137598,0.2521224237819817,0.542,0.204,0.159,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,-0.299,0.512,-0.575,0.303,0.783,-0.508,0.507,-0.717,1.08,-1.02
TIM10,AT2G29530.2,0.9230202712782103,0.5345020178229296,0.7410817822970952,0.5049216959006744,0.79,0.769,0.608,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,0.0967,-0.625,0.358,-0.671,0.497,-0.681,0.758,-0.727,0.4,-0.0565
TIM14-1,AT2G35795.1,0.2607528192569921,0.6120989903258149,0.07712122525573377,0.306627516595955,0.545,0.794,0.199,0.875,FALSE,FALSE,FALSE,FALSE,FALSE,-0.392,0.175,-0.683,0.356,-0.558,0.451,-0.848,0.632,-0.165,0.276
TIM17-2,AT2G37410.2,0.7069903046873107,0.029419909137741944,0.5571150307555299,0.1895652323773663,0.748,0.111,0.546,0.835,FALSE,FALSE,FALSE,FALSE,FALSE,0.215,1.33,0.364,0.767,-0.32,0.956,-0.171,0.397,-0.535,-0.37
TIM22,AT3G10110.3,0.7820363040439106,0.6529027984343279,0.7026656232989623,0.913218096653681,0.764,0.805,0.597,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,0.129,0.21,0.192,0.0507,-0.355,0.475,-0.292,0.316,-0.484,0.266
TIM22.1,AT3G10110.3,0.13061891351322547,0.79693010073039,0.024696895678038414,0.9334932387407457,0.384,0.836,0.0977,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-0.653,-0.108,-1.09,0.0349,-0.727,0.474,-1.16,0.617,-0.0746,0.582
TIM23-2,AT1G72750.1,0.995672317291679,0.024434044910458103,0.5338274593740191,0.04085948008436452,0.802,0.0957,0.537,0.632,FALSE,FALSE,FALSE,FALSE,FALSE,-0.003,1.33,-0.373,1.2,-1.4,1.87,-1.77,1.73,-1.4,0.536
TIM44-2,AT2G36070.1,0.039367253317877264,0.8841215426141193,0.5146514336700931,0.861688255637497,0.191,0.851,0.529,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.984,0.0657,-0.319,0.0786,-2.7,2,-2.04,2.01,-1.72,1.94
TIM50,AT1G55900.2,0.6773471767122173,0.8493079312083023,0.644025965439776,0.39877152146346706,0.74,0.845,0.578,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,-0.158,-0.072,-0.189,-0.322,-1.52,1.41,-1.55,1.16,-1.36,1.48
TIM9,AT3G46560.1,0.02058913700784708,0.9319294057029585,0.3921565280885554,0.1318104306006461,0.124,0.858,0.468,0.798,FALSE,FALSE,FALSE,FALSE,FALSE,-2.32,-0.0794,-0.868,-1.44,-1.38,0.559,0.0687,-0.806,0.936,0.638
TIP1-2,AT3G26520.1,0.3181735718609955,0.5920037247176977,0.3685425382365767,0.0028988347382236097,0.59,0.788,0.454,0.201,FALSE,FALSE,FALSE,FALSE,FALSE,-0.587,-0.312,-0.57,-1.95,-1.69,1.8,-1.68,0.153,-1.11,2.11
TKL-1,AT3G60750.2,0.4485913261952741,0.04184723285691002,0.19076714269073566,0.5445197851666479,0.663,0.148,0.323,0.912,FALSE,FALSE,FALSE,FALSE,FALSE,-0.447,1.26,-0.846,0.356,2.06,-1.22,1.67,-2.12,2.51,-2.48
TMN1,AT1G10950.1,0.8506536358229835,0.623292287269074,0.4969884906621992,0.8371980259504213,0.778,0.797,0.521,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,0.152,-0.398,-0.596,0.166,-0.545,0.416,-1.29,0.98,-0.697,0.814
TMN2,AT1G14670.1,0.8597504594672469,0.04847965987544661,0.7280907776701786,0.9581774654213233,0.779,0.169,0.605,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,0.0648,-0.762,-0.138,-0.0192,-0.359,-0.1,-0.562,0.643,-0.424,0.662
TMN3,AT1G14670.1,0.6941080469516073,0.34218289555101267,0.5668630677721194,0.605439950997021,0.744,0.671,0.55,0.917,FALSE,FALSE,FALSE,FALSE,FALSE,0.172,-0.419,-0.271,-0.226,-0.229,0.173,-0.671,0.366,-0.4,0.592
TOM20-2,AT1G27390.1,0.13370495964475773,0.9358530190340684,0.5217905017342932,0.8975234389849918,0.389,0.858,0.532,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.896,-0.0466,-0.403,0.0747,-1.8,1.17,-1.31,1.29,-0.902,1.22
TOM20-3,AT3G27080.1,0.3646062440373742,0.03136808500933449,0.5549172484495443,0.012378397672057638,0.619,0.116,0.545,0.406,FALSE,FALSE,FALSE,FALSE,FALSE,-0.418,-1.05,0.292,-1.24,-0.752,0.09,-0.0421,-0.107,-0.334,1.14
TOM20-4,AT5G40930.2,0.6379779224829144,0.7168198078750172,0.9452601859759511,0.6890096254457936,0.73,0.82,0.659,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-0.161,-0.124,-0.0252,-0.136,-0.742,0.556,-0.607,0.543,-0.582,0.68
TOM40-1,AT3G20000.1,0.8029659252992809,0.5372732609887371,0.9794616212000977,0.17040164182881226,0.769,0.77,0.666,0.825,FALSE,FALSE,FALSE,FALSE,FALSE,0.0887,-0.22,0.00988,-0.5,-2.39,2.26,-2.47,1.98,-2.48,2.48
TRAF-like family protein.2,AT5G26260.1,0.3586997633561825,0.623334969989409,0.7787436389818558,0.2449453607055786,0.616,0.797,0.619,0.858,FALSE,FALSE,FALSE,FALSE,FALSE,0.58,-0.308,0.19,-0.74,-0.333,0.637,-0.723,0.205,-0.912,0.945
TRAF-like family protein.3,AT5G26280.1,0.07171012612549685,0.5975874128763503,0.3591662499187207,0.003980304383535769,0.274,0.79,0.448,0.228,FALSE,FALSE,FALSE,FALSE,FALSE,-1.01,-0.285,-0.54,-1.74,-2.39,2.12,-1.91,0.667,-1.37,2.41
Transcriptional coactivator/pterin dehydratase,AT1G29810.2,0.5890540056741274,0.06489161419189453,0.64726632655696,0.04452772746173162,0.715,0.218,0.579,0.646,FALSE,FALSE,FALSE,FALSE,FALSE,-0.196,-0.697,-0.179,-0.765,0.0947,-0.366,0.112,-0.434,0.29,0.331
