Locus Identifier	Gene Model Name	Gene Model Description	Gene Model Type	Primary Gene Symbol	All Gene Symbols
AT5G48520	AT5G48520.1	Encodes AUGMIN subunit3 (AUG3), a homolog of animal dim gamma-tubulin 3/human augmin-like complex, subunit 3. Plays a critical role in microtubule organization during plant cell division.	protein_coding	AUGMIN 3 (AUG3)	 (AtAUG3);AUGMIN 3 (AUG3)	
AT2G32980	AT2G32980.1	HAUS augmin-like complex subunit;(source:Araport11)	protein_coding	AUGMIN SUBUNIT 2 (AUG2)	AUGMIN SUBUNIT 2 (AUG2)	
AT1G50710	AT1G50710.1	HAUS augmin-like complex subunit;(source:Araport11)	protein_coding	AUGMIN SUBUNIT 4 (AUG4)	AUGMIN SUBUNIT 4 (AUG4)	
AT5G38880	AT5G38880.1	HAUS augmin-like complex subunit;(source:Araport11)	protein_coding	AUGMIN SUBUNIT 5 (AUG5)	AUGMIN SUBUNIT 5 (AUG5)	
AT5G40740	AT5G40740.1	Encodes a conserved AUGMIN subunit 6 (AUG6)  which is known to be involved in microtuble nucleation. Mutants affect both male and female gametogenesis.	protein_coding	AUGMIN SUBUNIT 6 (AUG6)	AUGMIN SUBUNIT 6 (AUG6)	
AT5G17620	AT5G17620.1	nuclear matrix protein;(source:Araport11)	protein_coding	AUGMIN SUBUNIT 7 (AUG7)	AUGMIN SUBUNIT 7 (AUG7)	
AT5G66930	AT5G66930.3	meiotically up-regulated protein;(source:Araport11)	protein_coding	AUTOPHAGY-RELATED 101 (ATG101)	AUTOPHAGY-RELATED 101 (ATG101)	
AT4G30790	AT4G30790.1	Encodes autophagy-related 2 (ATG11)	protein_coding	AUTOPHAGY-RELATED 11 (ATG11)	AUTOPHAGY-RELATED 11 (ATG11)	
AT2G40070	AT2G40070.1	Encodes a microtubule-associated protein.	protein_coding	BASIC PROLINE-RICH PROTEIN 1 (BPP1)	BASIC PROLINE-RICH PROTEIN 1 (BPP1)	
AT5G01280	AT5G01280.1	Encodes a microtubule-associated protein.	protein_coding	BASIC PROLINE-RICH PROTEIN3 (BPP3)	BASIC PROLINE-RICH PROTEIN3 (BPP3)	
AT3G60920	AT3G60920.1	beige/BEACH domain protein;(source:Araport11)	protein_coding	BEACH-DOMAIN HOMOLOG C1 (BCHC1)	BEACH-DOMAIN HOMOLOG C1 (BCHC1)	
AT5G12050	AT5G12050.1	rho GTPase-activating protein;(source:Araport11)	protein_coding	BIG GRAIN 1 (BG1)	BIG GRAIN 1 (BG1)	
AT1G54200	AT1G54200.1	DNA mismatch repair Msh6-like protein;(source:Araport11)	protein_coding	BIG GRAIN 3 (BG3)	BIG GRAIN 3 (BG3)	
AT3G13980	AT3G13980.1	SKI/DACH domain protein;(source:Araport11)	protein_coding	BIG GRAIN 4 (BG4)	BIG GRAIN 4 (BG4)	
AT1G69160	AT1G69160.1	suppressor;(source:Araport11)	protein_coding	BIG GRAIN LIKE 1 (BGL1)	BIG GRAIN LIKE 1 (BGL1)	
AT1G13670	AT1G13670.1	hypothetical protein;(source:Araport11)	protein_coding	BIG GRAIN LIKE 2 (BGL2)	BIG GRAIN LIKE 2 (BGL2)	
AT3G52740	AT3G52740.1	Plant specific protein.BIC1 and BIC2  inhibit cryptochrome function by blocking blue light-dependent cryptochrome dimerization.Light activated transcription of BICs is mediated by cryptochromes.	protein_coding	BLUE-LIGHT INHIBITOR OF CRYPTOCHROMES 1 (BIC1)		
AT3G44450	AT3G44450.1	Plant specific protein.BIC1 and BIC2  inhibit cryptochrome function by blocking blue light-dependent cryptochrome dimerization.Light activated transcription of BICs is mediated by cryptochromes.	protein_coding	BLUE-LIGHT INHIBITOR OF CRYPTOCHROMES 2 (BIC2)	BLUE-LIGHT INHIBITOR OF CRYPTOCHROMES 2 (BIC2)	
AT1G31870	AT1G31870.1	pre-mRNA-splicing factor of RES complex protein;(source:Araport11)	protein_coding	BUD SITESELECTION PROTEIN 13 (BUD13)	BUD SITESELECTION PROTEIN 13 (BUD13)	
AT2G46080	AT2G46080.1	Encodes a protein related to BYPASS1 (BPS1).  Regulates production of mobile compound: bps signal.	protein_coding	BYPASS 2 (BPS2)	BYPASS 2 (BPS2)	
AT4G01360	AT4G01360.1	Encodes a protein related to BYPASS1 (BPS1).  Regulates production of mobile compound: bps signal.	protein_coding	BYPASS 3 (BPS3)	BYPASS 3 (BPS3)	
AT2G23440	AT2G23440.1	transmembrane protein;(source:Araport11)	protein_coding	C-TERMINALLY ENCODED PEPTIDE 3 (CEP3)	C-TERMINALLY ENCODED PEPTIDE 3 (CEP3)	
AT5G66815	AT5G66815.1	transmembrane protein;(source:Araport11)	protein_coding	C-TERMINALLY ENCODED PEPTIDE 5 (CEP5)	C-TERMINALLY ENCODED PEPTIDE 5 (CEP5)	
AT1G03910	AT1G03910.2	Encodes the Arabidopsis homolog of a conserved eukaryotic protein without known functional domains.  The protein that localizes to nuclear speckles and colocalizes with known splicing proteins.	protein_coding	CACTIN (CTN)	CACTIN (CTN)	
AT2G17990	AT2G17990.1	Calcium-dependent protein kinase 1 adaptor protein involved in vacuolar transport and lytic vacuole biogenesis.	protein_coding	CALCIUM-DEPENDENT PROTEIN KINASE 1 ADAPTOR PROTEIN 2 (AtCAP2)	CALCIUM-DEPENDENT PROTEIN KINASE 1 ADAPTOR PROTEIN 2 (AtCAP2)	
AT1G57680	AT1G57680.1	plasminogen activator inhibitor;(source:Araport11)	protein_coding	CANDIDATE G-PROTEIN COUPLED RECEPTOR 1 (CAND1)	CANDIDATE G-PROTEIN COUPLED RECEPTOR 1 (CAND1)	
AT3G59090	AT3G59090.2	tobamovirus multiplication protein;(source:Araport11)	protein_coding	CANDIDATE G-PROTEIN COUPLED RECEPTOR 3 (CAND3)	CANDIDATE G-PROTEIN COUPLED RECEPTOR 3 (CAND3)	
AT2G16385	AT2G16385.1	CAF1 is a peptide hormone expressed in the root stele that specifically binds the endodermis-expressed leucine-rich repeat receptor kinase GASSHO1 (GSO1)/SCHENGEN3 and its homolog, GSO2. Together with CAF2 it is required for formation of the casparian band.	protein_coding	CASPARIAN STRIP INTEGRITY FACTOR 1 (CIF1)	CASPARIAN STRIP INTEGRITY FACTOR 1 (CIF1)	
AT4G34600	AT4G34600.1	CAF2 is a peptide hormone expressed in the root stele that specifically binds the endodermis-expressed leucine-rich repeat receptor kinase GASSHO1 (GSO1)/SCHENGEN3 and its homolog, GSO2. Together with CAF1 it is required for formation of the casparian band.	protein_coding	CASPARIAN STRIP INTEGRITY FACTOR 2 (CIF2)	CASPARIAN STRIP INTEGRITY FACTOR 2 (CIF2)	
AT5G44570	AT5G44570.2	Encodes a PPR protein involved in mitochondrial functioning. Mutants suppress cell wall defects caused by C17 chemical inhibitor. Mutants are defective in cytochrome c maturation and activation of mitochondrial retrograde signalling.	protein_coding	CELL WALL MAINTAINER 2 (CWM2)	CELL WALL MAINTAINER 2 (CWM2)	
AT4G14723	AT4G14723.1	EPIDERMAL PATTERNING FACTOR-like protein;(source:Araport11)	protein_coding	CHALLAH-LIKE 2 (CLL2)	EPIDERMAL PATTERNING FACTOR LIKE 4 (EPFL4);CHALLAH-LIKE 2 (CLL2)	
AT2G25625	AT2G25625.1	histone deacetylase-like protein;(source:Araport11)	protein_coding	CHLOROPLAST VESICULATION (CV)	CHLOROPLAST VESICULATION (CV)	
AT1G51100	AT1G51100.1	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel protein;(source:Araport11)	protein_coding	CHLORORESPIRATORY REDUCTION 41 (CRR41)	CHLORORESPIRATORY REDUCTION 41 (CRR41)	
AT5G20935	AT5G20935.1	DUF3148 family protein;(source:Araport11)	protein_coding	CHLORORESPIRATORY REDUCTION 42 (CRR42)	CHLORORESPIRATORY REDUCTION 42 (CRR42)	
AT4G21445	AT4G21445.1	CRR9 gene encodes a novel stromal protein without any known functional domains or motifs. It is highly conserved in cyanobacteria and land plants but not in green algae.	protein_coding	CHLORORESPIRATORY REDUCTION 9 (CRR9)	CHLORORESPIRATORY REDUCTION 9 (CRR9)	
AT5G65480	AT5G65480.1	hypothetical protein;(source:Araport11)	protein_coding	CLAVATA COMPLEX INTERACTOR 1 (CCI1)	CLAVATA COMPLEX INTERACTOR 1 (CCI1)	
AT4G38060	AT4G38060.2	hypothetical protein;(source:Araport11)	protein_coding	CLAVATA COMPLEX INTERACTOR 2 (CCI2)	CLAVATA COMPLEX INTERACTOR 2 (CCI2)	
AT4G33980	AT4G33980.2	hypothetical protein;(source:Araport11)	protein_coding	COLD-REGULATED GENE 28 (COR28)	COLD-REGULATED GENE 28 (COR28)	
AT1G45688	AT1G45688.1	CC1 is a plant specific gene that interacts with  with the cellulose synthase complex and microtubules. It appears to play a role in localizing CESA to the membrane, microtuble dynamics , particularly during salt stress.	protein_coding	COMPANION OF CELLULOSE SYNTHASE 1 (CC1)	COMPANION OF CELLULOSE SYNTHASE 1 (CC1)	
AT5G42860	AT5G42860.1	CC2 is a plant specific gene that interacts with  with the cellulose synthase complex and microtubules. It appears to play a role in localizing CESA to the membrane, microtuble dynamics , particularly during salt stress.	protein_coding	COMPANION OF CELLULOSE SYNTHASE 2 (CC2)	COMPANION OF CELLULOSE SYNTHASE 2 (CC2)	
AT2G41990	AT2G41990.1	late embryogenesis abundant protein;(source:Araport11)	protein_coding	COMPANION OF CELLULOSE SYNTHASE 3 (CC3)	COMPANION OF CELLULOSE SYNTHASE 3 (CC3)	
AT4G01290	AT4G01290.1	Protein with evolutionarily conserved eIF4E-binding motif in its N-terminal domain that can form mRNA cap?binding complexes and has the potential for regulating gene expression as a translation factor associated plant-specific cell cycle regulator.	protein_coding	CONSERVED BINDING OF EIF4E 1 (CBE1)	CONSERVED BINDING OF EIF4E 1 (CBE1)	
AT1G77710	AT1G77710.1	ubiquitin-fold modifier;(source:Araport11)	protein_coding	CONSERVED IN CILIATED SPECIES AND IN THE LAND PLANTS 2 (CCP2)	CONSERVED IN CILIATED SPECIES AND IN THE LAND PLANTS 2 (CCP2); (ATCCP2)	
AT2G21385	AT2G21385.4	Encodes a chloroplast stroma localized protein that is found only in the green plant lineage. It is involved in assembly of the chloroplast ATP synthase complex.	protein_coding	CONSERVED IN THE GREEN LINEAGE AND DIATOMS 11 (CGLD11)	BIOGENESIS FACTORS REQUIRED FOR ATP SYNTHASE 3 (BFA3);CONSERVED IN THE GREEN LINEAGE AND DIATOMS 11 (CGLD11);CONSERVED IN THE GREEN LINEAGE AND DIATOMS 11 (ATCGLD11)	
AT4G24840	AT4G24840.1	oligomeric golgi complex subunit-like protein;(source:Araport11)	protein_coding	CONSERVED OLIGOMERIC GOLGI COMPLEX 2 (COG2)	CONSERVED OLIGOMERIC GOLGI COMPLEX 2 (COG2)	
AT1G31780	AT1G31780.1	oligomeric golgi complex subunit;(source:Araport11)	protein_coding	CONSERVED OLIGOMERIC GOLGI COMPLEX 7 (COG7)	CONSERVED OLIGOMERIC GOLGI COMPLEX 7 (COG7)	
AT1G02330	AT1G02330.1	Encodes a nuclear coiled-coil domain-containing protein that interacts with and negatively regulates COP1's E3 ubiquitin ligase activity, and represses COP1 mediated HY5 degradation in cell-free extracts.	protein_coding	COP1 SUPPRESSOR 2 (CSU2)	COP1 SUPPRESSOR 2 (CSU2)	
AT3G14190	AT3G14190.1	Encodes a 193 amino acid protein of unknown function. Contains a DEN-box (aa 14?16), a KEN-box, and the D-box (aa 46?54)and a third,  unknown domain (aa 81?97). Loss of function alleles are defective in meiosis and have reduced fertility. pans1 mutants show premature loss of cohesion of sister chromatids during meioisis I and meiosis II resulting in abnormal chromosome segregation and unbalanced tetrads.	protein_coding	COPPER MODIFIED RESISTANCE 1 (CMR1)	COPPER MODIFIED RESISTANCE 1 (CMR1);PATRONUS 1 (PANS1)	
AT5G65810	AT5G65810.1	Encodes CGR3 (cotton Golgi-related 3). CGR3 and a close homologue CGR2 have overlapping roles in pectin methylesterification and plant growth.	protein_coding	COTTON GOLGI-RELATED 3 (CGR3)	COTTON GOLGI-RELATED 3 (CGR3)	
AT4G01150	AT4G01150.1	CURVATURE THYLAKOID 1A-like protein;(source:Araport11)	protein_coding	CURVATURE THYLAKOID 1A (CURT1A)	CURVATURE THYLAKOID 1A (CURT1A)	
AT1G52220	AT1G52220.1	CURVATURE THYLAKOID protein;(source:Araport11)	protein_coding	CURVATURE THYLAKOID 1C (CURT1C)	CURVATURE THYLAKOID 1C (CURT1C)	
AT4G38100	AT4G38100.1	CURVATURE THYLAKOID 1D-like protein;(source:Araport11)	protein_coding	CURVATURE THYLAKOID 1D (CURT1D)	CURVATURE THYLAKOID 1D (CURT1D)	
AT1G05340	AT1G05340.1	cysteine-rich TM module stress tolerance protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 1 (ATHCYSTM1)	CYSTEINE-RICH TRANSMEMBRANE MODULE 1 (ATHCYSTM1)	
AT4G33660	AT4G33660.1	cysteine-rich TM module stress tolerance protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 11 (ATHCYSTM11)	CYSTEINE-RICH TRANSMEMBRANE MODULE 11 (ATHCYSTM11)	
AT5G04080	AT5G04080.1	cysteine-rich TM module stress tolerance protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 12 (ATHCYSTM12)	CYSTEINE-RICH TRANSMEMBRANE MODULE 12 (ATHCYSTM12)	
AT1G56060	AT1G56060.1	CYSTM3  is a mitochondrial protein that is induced by salt stress and is  a negative regulator of salt stress.	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 3 (ATHCYSTM3)	CYSTEINE-RICH TRANSMEMBRANE MODULE 3 (ATHCYSTM3)	
AT2G32190	AT2G32190.1	cysteine-rich/transmembrane domain A-like protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 4 (ATHCYSTM4)	CYSTEINE-RICH TRANSMEMBRANE MODULE 4 (ATHCYSTM4)	
AT2G32200	AT2G32200.1	cysteine-rich/transmembrane domain A-like protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 5 (ATHCYSTM5)	CYSTEINE-RICH TRANSMEMBRANE MODULE 5 (ATHCYSTM5)	
AT2G32210	AT2G32210.1	cysteine-rich/transmembrane domain A-like protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 6 (ATHCYSTM6)	CYSTEINE-RICH TRANSMEMBRANE MODULE 6 (ATHCYSTM6)	
AT2G33520	AT2G33520.1	cysteine-rich/transmembrane domain protein A;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 7 (ATHCYSTM7)	CYSTEINE-RICH TRANSMEMBRANE MODULE 7 (ATHCYSTM7)	
AT3G22235	AT3G22235.1	cysteine-rich TM module stress tolerance protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 8 (ATHCYSTM8)	CYSTEINE-RICH TRANSMEMBRANE MODULE 8 (ATHCYSTM8)	
AT3G22240	AT3G22240.1	cysteine-rich/transmembrane domain PCC1-like protein;(source:Araport11)	protein_coding	CYSTEINE-RICH TRANSMEMBRANE MODULE 9 (ATHCYSTM9)	CYSTEINE-RICH TRANSMEMBRANE MODULE 9 (ATHCYSTM9)	
AT5G03210	AT5G03210.1	Encodes a small polypeptide contributing to resistance to potyvirus.	protein_coding	DBP-INTERACTING PROTEIN 2 (DIP2)	 (ATDIP2);DBP-INTERACTING PROTEIN 2 (DIP2)	
AT1G72490	AT1G72490.1	DRO1 is a member of the IGT gene family and has a unknown function . It is expressed in roots and involved in leaf root architecture, specifically the orientation of lateral root angles. Involved in determining lateral root branch angle.	protein_coding	DEEPER ROOTING 1 (DRO1)	 (LAZY3); (ATNGR2); (LAZY4);DEEPER ROOTING 1 (DRO1)	
AT1G19115	AT1G19115.3	Member of the IGT gene family.	protein_coding	DEEPER ROOTING 2 (DRO2)	 (ATNGR3); (LAZY3);DEEPER ROOTING 2 (DRO2); (LAZY4)	
AT1G17400	AT1G17400.1	Protein of unknown function. Similar to LAZY1, a gene required or gravitropic response in shoots and roots. Involved in determining lateral root branch angle.	protein_coding	DEEPER ROOTING 3 (DRO3)	 (ATLAZY2); (LAZY2); (ATNGR1);DEEPER ROOTING 3 (DRO3)	
AT2G41610	AT2G41610.1	Transmembrane protein from a plant specific gene family. Overexpression causes abnormal cell wall composition and defects in cell growth.	protein_coding	DEFECT IN CELL ELONGATION1 (DICE1)	DEFECT IN CELL ELONGATION1 (DICE1)	
AT3G17930	AT3G17930.1	Encodes a thylakoid membrane protein involved in the accumulation of the cytochrome b6/f complex.	protein_coding	DEFECTIVE ACCUMULATION OF CYTOCHROME B6/F COMPLEX (DAC)	DEFECTIVE ACCUMULATION OF CYTOCHROME B6/F COMPLEX (DAC)	
AT3G07530	AT3G07530.1	integrator complex subunit;(source:Araport11)	protein_coding	DEFECTIVE IN SNRNA PROCESSING 4 (DSP4)	DEFECTIVE IN SNRNA PROCESSING 4 (DSP4)	
AT5G41560	AT5G41560.1	Encodes a substrate receptor for CRL4-CDD complexes that provides substrate specificity for CRL4 by interacting with ubiquitination targets. By its interaction and regulation of levels of PYL8 through proteasomal degradation, it negatively regulates ABA-mediated developmental responses, including inhibition of seed germination, seedling establishment, and root growth	protein_coding	DET1-, DDB1-ASSOCIATED 1 (DDA1)	DET1-, DDB1-ASSOCIATED 1 (DDA1)	
AT1G48300	AT1G48300.1	Cytosolic iron-sulfur protein with a [2Fe-2S] cluster which synthesizes triacylglycerol (DGAT activity).	protein_coding	DIACYLGLYCEROL ACYLTRANSFERASE 3 (DGAT3)	DIACYLGLYCEROL ACYLTRANSFERASE 3 (DGAT3)	
AT5G17460	AT5G17460.2	glutamyl-tRNA (Gln) amidotransferase subunit C;(source:Araport11)	protein_coding	DROUGHT AND FREEZING RESPONSIVE GENE 1 (DFR1)	DROUGHT AND FREEZING RESPONSIVE GENE 1 (DFR1)	
AT1G07060	AT1G07060.1	hypothetical protein;(source:Araport11)	protein_coding	DSB FORMATION (DFO)	 (ATDFO);DSB FORMATION (DFO)	
AT3G25200	AT3G25200.1	hypothetical protein;(source:Araport11)	protein_coding	DUF295 ORGANELLAR B 1 (ATDOB1)	DUF295 ORGANELLAR B 1 (ATDOB1)	
AT5G55870	AT5G55870.1	hypothetical protein;(source:Araport11)	protein_coding	DUF295 ORGANELLAR B 15 (ATDOB15)	DUF295 ORGANELLAR B 15 (ATDOB15)	
AT3G43170	AT3G43170.1	hypothetical protein;(source:Araport11)	protein_coding	DUF295 ORGANELLAR B 2 (ATDOB2)	DUF295 ORGANELLAR B 2 (ATDOB2)	
AT5G19540	AT5G19540.1	DY1 is a novel nuclear encoded protein that is imported into the chloroplast stroma. Mutants have reduced pigmentation and somewhat abnormal thylakoid membranes.	protein_coding	DWARF  AND YELLOW 1 (DY1)	DWARF  AND YELLOW 1 (DY1)	
AT1G03055	AT1G03055.1	Encodes the ortholog of rice D27.  It is plastid-localized and is required for the inhibition of secondary bud outgrowth and operates on a nonmobile precursor upstream of MAX1 in the SL biosynthesis pathway.	protein_coding	DWARF27 (D27)	A. THALIANA HOMOLOG OF RICE D27 (ATD27);DWARF27 (D27)	
AT2G33850	AT2G33850.1	Stigmatic factor that plays a role during the early post-pollination stages.	protein_coding	E6-LIKE 1 (E6L1)	E6-LIKE 1 (E6L1)	
AT1G42430	AT1G42430.1	Novel plant specific, chloroplast localized protein that is  involved in regulation of starch degradation.	protein_coding	EARLY STARVATION 1 (ESV1)	EARLY STARVATION 1 (ESV1)	
AT1G09330	AT1G09330.1	golgi apparatus membrane protein-like protein ECHIDNA protein;(source:Araport11)	protein_coding	ECHIDNA (ECH)	ECHIDNA (ECH)	
AT4G26170	AT4G26170.1	ET1 is a DNA and Zinc binding domain containing protein involved in DNA methylation.	protein_coding	EFFECTOR OF TRANSCRIPTION 1 (ET1)	EFFECTOR OF TRANSCRIPTION 1 (ET1)	
AT5G56770	AT5G56770.1	transcription repressor-like protein;(source:Araport11)	protein_coding	EFFECTOR OF TRANSCRIPTION 3 (ET3)	EFFECTOR OF TRANSCRIPTION 3 (ET3)	
