"","AGI","description","location_consensus","left","right","direction","encoded","clp1_RNA_log2fc","clp1_RNA_padj","clp1_Protein_membrane_log2fc","clp1_Protein_membrane_padj","clp1_Protein_soluble_log2fc","clp1_Protein_soluble_padj","clp2_RNA_log2fc","clp2_RNA_padj","clp2_Protein_membrane_log2fc","clp2_Protein_membrane_padj","clp2_Protein_soluble_log2fc","clp2_Protein_soluble_padj"
"683","AT5G44730.1","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein;","mitochondrion",18045496,18046806,"reverse","Nucleus",-0.00962512614943126,0.987891191007341,0.0409,0.77,-0.207,0.451,-0.210483237083296,0.255187814570039,-0.276,0.694,-0.229,0.574
"684","AT5G45775.1","RPL11A","cytosol",18565065,18566470,"reverse","Nucleus",0.015319113379145,0.984115068714682,0.0598,0.784,-0.266,0.688,0.0939161452290626,0.499731128458303,-0.189,0.849,-0.979,0.176
"685","AT5G45775.2","RPL11B","cytosol",18565065,18566470,"reverse","Nucleus",0.015319113379145,0.984115068714682,-0.492,0.51,-0.0733,0.815,0.0939161452290626,0.499731128458303,-1.21,0.415,-0.94,0.267
"686","AT5G45775.3","RPL11B.1","cytosol",18565065,18566470,"reverse","Nucleus",0.015319113379145,0.984115068714682,0.473,0.574,-0.388,0.642,0.0939161452290626,0.499731128458303,0.145,0.863,-0.506,0.668
"687","AT5G45775.4","RPL11B.2","cytosol",18565065,18566470,"reverse","Nucleus",0.015319113379145,0.984115068714682,-0.638,0.474,-0.339,0.698,0.0939161452290626,0.499731128458303,-0.481,0.804,-0.748,0.527
"688","AT5G46160.1","Ribosomal protein L14p/L23e family protein;","mitochondrion",18711355,18712507,"reverse","Nucleus",0.00319556588759016,0.998939767660952,-0.16,0.736,1.01,0.0241,0.0339223898973198,0.892064803626863,-0.268,0.829,0.551,0.533
"689","AT5G46180.1","ornithine-delta-aminotransferase;Encodes an ornithine delta-aminotransferase that is transcriptionally up-regulated in young seedlings and in response to salt stress. It is unlikely to play a role in salt-stress-induced proline accumulation, however, it appears to participate in arginine and ornithine catabolism.","mitochondrion",18718475,18721375,"reverse","Nucleus",0.0160403406250648,0.956156101149014,0.186,0.375,0.0934,0.671,0.240087405074103,0.146489141780989,0.296,0.542,0.231,0.385
"690","AT5G46290.1","3-ketoacyl-acyl carrier protein synthase I;3-ketoacyl-acyl carrier protein synthase I (KAS I) mRNA,","plastid",18774086,18776735,"reverse","Nucleus",0.0169116208258114,0.984115068714682,-0.929,0.402,0.27,0.768,0.111095535871973,0.362536965811959,-1.38,0.591,-0.397,0.777
"691","AT5G46800.1","Mitochondrial substrate carrier family protein;Seedling lethal mutation; Mitochondrial Carnitine Acyl Carrier-Like Protein","mitochondrion",18988631,18990772,"reverse","Nucleus",0.0168007083483265,0.96994359533592,-0.67,0.338,-0.324,0.666,0.193203601319998,0.246359964071636,-1.2,0.428,-0.313,0.752
"692","AT5G47030.1","ATPase, F1 complex, delta/epsilon subunit;Encodes the mitochondrial ATP synthase subunit delta.","mitochondrion",19090298,19092314,"forward","Nucleus",-0.0118528228159451,0.998022334505606,0.592,0.698,0.735,0.674,0.257716394923533,7.57714034466706e-05,2.02,0.61,0.67,0.765
"693","AT5G47210.1","Hyaluronan / mRNA binding family;","nucleus",19169022,19171263,"reverse","Nucleus",0.0504320442637802,0.838013153970882,-0.692,0.227,0.172,0.754,0.241303699268838,0.0274928442359157,0.131,0.859,0.0663,0.838
"694","AT5G47890.1","NADH-ubiquinone oxidoreductase B8 subunit, putative;","mitochondrion",19388737,19390629,"forward","Nucleus",-0.0350013534235101,0.908234257102743,2.9,0.000112,1.24,0.117,-0.148607287741906,0.304546154346912,2.01,0.321,1.11,0.398
"695","AT5G48030.1","gametophytic factor 2;encodes a mitochondrially targeted DNAJ protein involved in female gametophyte development.","mitochondrion",19466011,19469902,"reverse","Nucleus",0.0382996649057484,0.678220481839929,1.75,2.63e-05,1.29,0.000499,0.436124333396806,0.00141003877220049,1.72,0.0553,1.37,0.0107
"696","AT5G48230.1","acetoacetyl-CoA thiolase 2;","cytosol,peroxisome",19552142,19555529,"reverse","Nucleus",0.0329894505542108,0.895358488743046,0.185,0.71,-0.0798,0.804,-0.0563893149607932,0.741623342647837,-0.414,0.768,0.091,0.828
"697","AT5G48880.1","peroxisomal 3-keto-acyl-CoA thiolase 2;Encodes a peroxisomal 3-keto-acyl-CoA thiolase 2 precursor. EC2.3.1.16 thiolases. AT5G48880.1 is named PKT1 and AT5G48880.2 is named PKT2.","peroxisome",19814402,19817831,"reverse","Nucleus",0.00362226045446019,0.998022334505606,0.26,0.705,0.578,0.438,-0.000227506770929163,0.999038633926794,-0.266,0.842,1.26,0.137
"698","AT5G49555.1","FAD/NAD(P)-binding oxidoreductase family protein;","mitochondrion",20107229,20110636,"reverse","Nucleus",0.000141537071581348,0.999711578275955,-0.382,0.509,-0.398,0.453,0.0072420242172738,0.976597911170906,-0.98,0.38,-0.204,0.774
"699","AT5G50370.1","Adenylate kinase family protein;","mitochondrion",20509159,20510703,"reverse","Nucleus",0.0113834508711272,0.98388428624281,-1.49,0.00786,-0.0833,0.811,0.790055316122699,6.27760985034183e-06,-0.383,0.809,0.147,0.818
"700","AT5G50810.1","translocase inner membrane subunit 8;Encodes a small zinc finger-like protein that is a component of the mitochondrial protein import apparatus.","mitochondrion",20675634,20676612,"reverse","Nucleus",0.0168639461023819,0.974626193969776,-0.608,0.48,-0.0457,0.827,-0.00186418072376651,0.994429683603816,-1.61,0.315,-0.0712,0.842
"701","AT5G50850.1","Transketolase family protein;","mitochondrion",20689390,20693285,"forward","Nucleus",0.0144604586124201,0.998022334505606,-0.0642,0.721,-0.244,0.15,0.0232004825500538,0.814338660938575,-0.148,0.778,-0.276,0.298
"702","AT5G50920.1","CLPC homologue 1;Encodes a protein that is similar to ATP-dependent Clp protease ATP-binding subunit / ClpC. Involved in protein import into the chloroplast. May provide ATP source that drives the TIC (Translocon at the Inner envelope membrane of Chloroplasts) translocation machinery.","plastid",20715469,20720374,"reverse","Nucleus",0.0133002285025513,0.987401041338587,-0.14,0.766,-1.11,0.0964,0.286120174661671,0.0204725455367908,-0.866,0.693,-0.938,0.402
"703","AT5G51040.1","Encodes succinate dehydrogenase assembly factor 2 (SDHAF2), a low abundance mitochondrial protein needed for assembly and activity of mitochondrial complex II and for normal root elongation.Sdhaf2 knockdown line showed lowered SDH1 protein abundance, lowered maximal SDH activity and less protein-bound FAD at the molecular mass of SDH1.","mitochondrion",20750660,20752024,"forward","Nucleus",-0.000473948941869321,0.997897896706735,-0.31,0.734,0.0193,0.836,-0.108638314300485,0.400966298524792,-0.129,0.871,-2.12,0.0878
"704","AT5G51220.1","ubiquinol-cytochrome C chaperone family protein;","mitochondrion",20821215,20823266,"reverse","Nucleus",0.00791938958807002,0.998022334505606,-0.407,0.228,0.64,0.00925,0.233122328360936,0.145569959480298,-0.473,0.577,0.632,0.0958
"705","AT5G51440.1","HSP20-like chaperones superfamily protein;","mitochondrion",20891163,20892211,"forward","Nucleus",0.00748906160874539,0.998022334505606,0.974,0.265,1.74,0.00447,-0.117490544270083,0.59076536533177,0.993,0.656,2.23,0.00799
"706","AT5G51740.1","Peptidase family M48 family protein;","mitochondrion",21017027,21019221,"forward","Nucleus",0.0110748412929861,0.989054451924897,0.384,0.4,0.0998,0.778,0.0339352456070507,0.876758240824467,0.132,0.849,-0.079,0.825
"707","AT5G52520.1","Class II aaRS and biotin synthetases superfamily protein;","plastid",21311063,21314180,"forward","Nucleus",0.0220851457682494,0.960911431028224,0.667,0.262,-0.106,0.795,0.36478057263732,0.00406107355285591,-0.516,0.742,-0.0559,0.841
"708","AT5G52840.1","NADH-ubiquinone oxidoreductase-related;","mitochondrion",21413646,21415006,"forward","Nucleus",-0.0086643920326255,0.998022334505606,0.246,0.284,0.0555,0.774,0.00501532560815347,0.982149459971062,0.314,0.579,0.207,0.541
"709","AT5G52920.1","plastidic pyruvate kinase beta subunit 1;encodes a dominant chloroplast pyruvate kinase beta subunit. Important for seed oil biosynthesis. Ubiquitously expressed, with significantly increased expression in maturing seeds. The mutant plant has wrinkled seeds, with a 50-70% reduction in seed fatty acid content.","plastid",21463538,21466880,"forward","Nucleus",0.037744587335421,0.930389755020355,-0.211,0.657,-0.354,0.438,0.238539759946542,0.0619446131115949,-0.521,0.649,-0.523,0.383
"710","AT5G53070.1","Ribosomal protein L9/RNase H1;","mitochondrion",21518593,21520421,"forward","Nucleus",0.050600028528015,0.798924507567881,0.318,0.685,0.294,0.719,0.438073205340669,0.000133806052285019,-0.53,0.787,0.603,0.618
"711","AT5G53140.1","Protein phosphatase 2C family protein;","mitochondrion",21548473,21552470,"forward","Nucleus",0.00671809852797094,0.998939767660952,-0.217,0.711,0.143,0.781,-0.145974724303257,0.0516269367144611,-0.216,0.845,-0.206,0.793
"712","AT5G53350.1","CLP protease regulatory subunit X;CLP protease regulatory subunit CLPX mRNA, nuclear gene","mitochondrion",21643898,21647707,"forward","Nucleus",-0.0160236980818581,0.997175303176325,0.845,1.72e-08,0.722,1.21e-08,-0.0552760545820254,0.392200950308265,0.791,0.00905,0.892,1.01e-07
"713","AT5G53460.1","NADH-dependent glutamate synthase 1;NADH-dependent glutamate synthase","plastid",21700202,21709736,"forward","Nucleus",-0.0334522733098875,0.707897390631697,0.0331,0.79,0.256,0.635,-0.750410546718459,3.53075987915974e-05,-0.814,0.466,-0.293,0.699
"714","AT5G53560.1","cytochrome B5 isoform E;Encodes a cytochrome b5 isoform that can be reduced by AtCBR, a cytochrome b5 reductase.","endoplasmic,reticulum",21759367,21760578,"forward","Nucleus",-0.0111851020580125,0.998022334505606,-0.339,0.653,-0.0356,0.829,-0.144553072475194,0.16264866249412,-1.02,0.556,-0.62,0.558
"715","AT5G53650.1","ABC transporter A family protein;(source:Araport11)","mitochondrion",21791177,21792441,"forward","Nucleus",-0.00379236314604748,0.998939767660952,-0.303,0.74,-0.032,0.834,-0.0148482248465324,0.955994667355063,-0.213,0.864,0.887,0.63
"716","AT5G54100.1","SPFH/Band 7/PHB domain-containing membrane-associated protein family;","mitochondrion",21953787,21956564,"reverse","Nucleus",0.0172480249037649,0.956156101149014,-0.516,0.326,-0.155,0.752,-0.102101127970454,0.606328181309901,-0.352,0.786,-0.39,0.625
"717","AT5G54270.1","light-harvesting chlorophyll B-binding protein 3;Lhcb3 protein is a component of the main light harvesting chlorophyll a/b-protein complex of Photosystem II (LHC II).","plastid",22038273,22039568,"forward","Nucleus",0.00792072989189593,0.987787963038294,-0.0825,0.789,0.0197,0.836,0.239518979255018,0.245383571040319,0.0563,0.877,-1.24,0.393
"718","AT5G54580.1","RNA-binding (RRM/RBD/RNP motifs) family protein;","mitochondrion",22171216,22172977,"forward","Nucleus",0.0472237591248209,0.826516659868754,-0.619,0.394,1.05,0.0445,0.319460270936425,0.00657005046554661,-0.561,0.754,1.04,0.209
"719","AT5G55070.1","Dihydrolipoamide succinyltransferase;","mitochondrion",22347211,22350817,"forward","Nucleus",0.0254404793332843,0.956156101149014,0.001,0.804,-0.206,0.396,0.00274437186716081,0.979242747748109,-0.171,0.784,-0.0896,0.782
"720","AT5G55200.1","Co-chaperone GrpE family protein;","mitochondrion",22394607,22396572,"forward","Nucleus",0.0145315199956094,0.970224950517315,0.656,0.00239,0.554,0.00314,-0.134984147602602,0.473878177534897,0.714,0.144,0.587,0.0347
"721","AT5G55610.1","isopentenyl-diphosphate delta-isomerase;(source:Araport11)","mitochondrion",22525807,22528110,"forward","Nucleus",-0.0102257576302403,0.998022334505606,-0.106,0.766,-0.19,0.753,-0.0834310937867521,0.461643106552752,-0.804,0.611,-0.343,0.724
"722","AT5G56030.1","HSP81-1","cytosol,nucleus",22686832,22689471,"forward","Nucleus",0.00261189697081671,0.999711578275955,-0.206,0.723,0.284,0.697,-0.0415816949575479,0.780838631250518,0.0443,0.875,-0.182,0.806
"723","AT5G56030.2","HSP90-2","cytosol,nucleus",22686832,22689471,"forward","Nucleus",0.00261189697081671,0.999711578275955,-0.394,0.603,0.265,0.714,-0.0415816949575479,0.780838631250518,-1.03,0.531,-0.17,0.811
"724","AT5G56030.3","HSP90-3","cytosol,nucleus",22686832,22689471,"forward","Nucleus",0.00261189697081671,0.999711578275955,-0.0663,0.785,0.106,0.804,-0.0415816949575479,0.780838631250518,-0.00723,0.88,-0.457,0.684
"725","AT5G56030.4","HSP90-4","cytosol,nucleus",22686832,22689471,"forward","Nucleus",0.00261189697081671,0.999711578275955,-0.303,0.637,-0.302,0.647,-0.0415816949575479,0.780838631250518,-0.211,0.843,-0.608,0.463
"726","AT5G57490.1","voltage dependent anion channel 4;Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.","mitochondrion",23283680,23285934,"reverse","Nucleus",-0.0256402607080047,0.963683703552494,0.176,0.718,-0.204,0.722,0.00931225933836933,0.961111926160153,0.111,0.862,-0.364,0.674
"727","AT5G58005.1","Cytochrome c oxidase, subunit Vib family protein;","nucleus",23482192,23483159,"forward","Nucleus",-0.00745229499766543,0.998022334505606,0.48,0.583,-0.0214,0.834,-0.0445545138278076,0.840864546958816,-0.0757,0.873,-0.137,0.827
"728","AT5G58070.1","temperature-induced lipocalin;Encodes a temperature-induced lipocalin TIL1.  Involved in thermotolerance.  Peripherally associated with plasma membrane.","endoplasmic,reticulum",23500061,23501209,"reverse","Nucleus",-0.0374254632112267,0.898117283489746,-0.427,0.521,0.201,0.737,-0.21353379585098,0.134163707137672,-0.659,0.668,0.699,0.378
"729","AT5G58220.1","transthyretin-like protein;Encodes a transthyretin-like S-allantoin synthase protein that catalyzes two steps in the allantoin biosynthesis pathway by acting as a hydroxyisourate hydrolase and a 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase. Two alternatively spliced versions of the transcript give rise to a longer peroxisomally-targeted protein (AT5G58220.1  (called TTL1-)) and a slightly shorter cytoplasmic protein (AT5G58220.3 (called TTL2-)). Both have roughly equivalent enzymatic activity in vitro, but, allantoin biosynthesis is believed to occur in the peroxisome suggesting that the cytosolic form may participate in a different process.","peroxisome,cytosol,plasma,membrane",23554400,23555881,"reverse","Nucleus",-0.00601631699265349,0.998022334505606,0.244,0.648,0.0195,0.831,-0.179506751680135,0.247633737211102,-0.391,0.764,-0.711,0.257
"730","AT5G58270.1","ABC transporter of the mitochondrion 3;Encodes a mitochondrial half-molecule ABC transporter, a member of ATM subfamily.  Mutants are dwarfed, chlorotic plants with altered leaf morphology. ATM3 transcription is induced by Cd(II) or Pb(II). Involved in heavy metal resistance. Arabidopsis thaliana has three ATM genes, namely ATM1, ATM2 and ATM3. Only ATM3 has an important function for plant growth. Role in Moco biosynthesis.","mitochondrion",23562142,23567190,"forward","Nucleus",0.0141702210695918,0.987401041338587,-0.0814,0.775,-0.329,0.628,0.177473695160779,0.187080138472837,0.0516,0.874,0.0183,0.851
"731","AT5G59840.1","RABE1D","golgi",24107215,24109251,"reverse","Nucleus",0.0046287001827886,0.998939767660952,-0.0846,0.778,-0.076,0.815,0.0221071438543886,0.935787420107708,-0.403,0.808,-0.00945,0.854
"732","AT5G59840.2","Ras-related small GTP-binding family protein","golgi",24107215,24109251,"reverse","Nucleus",0.0046287001827886,0.998939767660952,-0.977,0.064,-0.446,0.459,0.0221071438543886,0.935787420107708,-0.45,0.767,-0.209,0.784
"733","AT5G59840.3","RABE1C","golgi",24107215,24109251,"reverse","Nucleus",0.0046287001827886,0.998939767660952,-0.73,0.0771,-0.223,0.657,0.0221071438543886,0.935787420107708,-1.02,0.266,0.00549,0.854
"734","AT5G59850.1","RPS15AA","cytosol",24112200,24113617,"reverse","Nucleus",-0.00354337515279799,0.998939767660952,-0.316,0.583,0.136,0.767,-0.0636795330264704,0.699514726130086,-0.198,0.839,-0.176,0.788
"735","AT5G59850.2","RPS15AA.1","cytosol",24112200,24113617,"reverse","Nucleus",-0.00354337515279799,0.998939767660952,-0.436,0.269,0.136,0.734,-0.0636795330264704,0.699514726130086,0.0179,0.877,-0.176,0.757
"736","AT5G59850.3","RPS15AD","cytosol",24112200,24113617,"reverse","Nucleus",-0.00354337515279799,0.998939767660952,0.138,0.711,0.136,0.738,-0.0636795330264704,0.699514726130086,-0.844,0.312,-0.176,0.761
"737","AT5G60390.1","A3","cytosol",24288658,24291020,"forward","Nucleus",0.046009889147032,0.860846486109522,-1.67,0.0124,-0.327,0.701,0.325658470850715,0.00187128595725348,-1.76,0.274,-0.376,0.748
"738","AT5G60390.2","A3.1","cytosol",24288658,24291020,"forward","Nucleus",0.046009889147032,0.860846486109522,-1.52,0.0157,-0.327,0.684,0.325658470850715,0.00187128595725348,-1.96,0.142,-0.376,0.735
"739","AT5G60390.3","A3.3","cytosol",24288658,24291020,"forward","Nucleus",0.046009889147032,0.860846486109522,-0.791,0.395,-0.327,0.72,0.325658470850715,0.00187128595725348,-1.26,0.558,-0.376,0.762
"740","AT5G60390.4","A3.2","cytosol",24288658,24291020,"forward","Nucleus",0.046009889147032,0.860846486109522,-2.03,0.000387,-0.327,0.685,0.325658470850715,0.00187128595725348,-1.49,0.327,-0.376,0.735
"741","AT5G60640.1","PDI-like 1-4;Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Unlike several other PDI family members, transcript levels for this gene are not up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). However, the level of transcripts for this gene is slightly elevated in atbzip60 mutants.","endoplasmic,reticulum,extracellular",24371007,24374038,"reverse","Nucleus",-0.00716743281692465,0.998022334505606,-0.869,0.201,0.174,0.772,-0.120221300974095,0.0699155730767392,-0.17,0.857,-0.0261,0.85
"742","AT5G60960.1","Pentatricopeptide repeat (PPR) superfamily protein;","mitochondrion",24528250,24530011,"reverse","Nucleus",-0.013593170189579,0.990451539929643,1.19,0.000198,1.65,4.01e-11,-0.063582560258444,0.663940100892388,1.02,0.204,1.89,1.36e-08
"743","AT5G61030.1","glycine-rich RNA-binding protein 3;encodes a glycine-rich RNA binding protein. Gene expression is induced by cold.","mitochondrion",24560451,24562306,"forward","Nucleus",0.00974272175322763,0.956156101149014,0.408,0.65,2.17,8.02e-05,0.0291015257047147,0.916881489064202,0.252,0.85,1.74,0.0516
